"match_id","year","SetNo","GameNo","PointNumber","player1","player2","ServeNumber","ServeIndicator","PointWinner","ServeWidth","ServeDepth","RallyCount","P1DistanceRun","P2DistanceRun","P1Score","P2Score","state","GameWinner","serving_player_won","speed_ratio","importance","P1BreakPoint","P2BreakPoint","P1GamesWon","P2GamesWon","P1Ace","P2Ace","P1DoubleFault","P2DoubleFault","Speed_MPH","player1_name","player2_name","player1_avg_welo","player2_avg_welo","ElapsedSeconds"
"2018-usopen-2101",2018,1,4,19,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",3,11.401,6.638,"0","15","15-0",0,1,0.97528227036924,18.7,0,0,1,2,0,0,0,0,94,"halep s.","kanepi k.",1500,1500,674
"2018-usopen-2101",2018,1,4,20,"Simona Halep","Kaia Kanepi",2,2,1,"W","NCTL",6,13.899,15.009,"15","15","15-15",0,0,0.871528837351236,32.48,0,0,1,2,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,708
"2018-usopen-2101",2018,1,4,21,"Simona Halep","Kaia Kanepi",1,2,2,"C","NCTL",1,2.701,2.229,"15","30","30-15",0,1,1.09978638999085,23.07,0,0,1,2,0,0,0,0,106,"halep s.","kanepi k.",1500,1500,746
"2018-usopen-2101",2018,1,4,22,"Simona Halep","Kaia Kanepi",1,2,1,"BC","NCTL",4,17.869,12.693,"30","30","30-30",0,0,1.09978638999085,45.31,0,0,1,2,0,0,0,0,106,"halep s.","kanepi k.",1500,1500,771
"2018-usopen-2101",2018,1,4,23,"Simona Halep","Kaia Kanepi",2,2,2,"BC","NCTL",7,20.13,17.636,"30","40","40-30",0,1,0.996032956972841,27.19,0,0,1,2,0,0,0,0,96,"halep s.","kanepi k.",1500,1500,799
"2018-usopen-2101",2018,1,4,24,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",1,5.028,4.991,"0","0","0-0",2,0,1.08726752503577,26.12,0,0,1,3,0,0,0,0,100,"halep s.","kanepi k.",1500,1500,844
"2018-usopen-2101",2018,1,5,25,"Simona Halep","Kaia Kanepi",2,1,1,"BC","NCTL",5,13.49,12.856,"15","0","15-0",0,1,0.869814020028612,18.7,0,0,1,3,0,0,0,0,80,"halep s.","kanepi k.",1500,1500,878
"2018-usopen-2101",2018,1,5,26,"Simona Halep","Kaia Kanepi",1,1,1,"B","NCTL",1,1.822,2.203,"30","0","30-0",0,1,1.0002861230329,10.63,0,0,1,3,0,0,0,0,92,"halep s.","kanepi k.",1500,1500,922
"2018-usopen-2101",2018,1,5,27,"Simona Halep","Kaia Kanepi",2,1,2,"BW","CTL",2,7.098,7.573,"30","15","30-15",0,0,0.956795422031473,23.07,0,0,1,3,0,0,0,0,88,"halep s.","kanepi k.",1500,1500,943
"2018-usopen-2101",2018,1,5,28,"Simona Halep","Kaia Kanepi",2,1,2,"B","NCTL",2,4.158,3.256,"30","30","30-30",0,0,0.902432045779685,45.31,0,0,1,3,0,0,0,0,83,"halep s.","kanepi k.",1500,1500,974
"2018-usopen-2101",2018,1,5,29,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",8,31.736,28.81,"30","40","30-40",0,0,0.88068669527897,72.81,0,0,1,3,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,1008
"2018-usopen-2101",2018,1,5,30,"Simona Halep","Kaia Kanepi",2,2,2,"BC","NCTL",2,5.218,9.6,"0","0","0-0",2,1,0.871528837351236,26.12,0,1,1,4,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,1057
"2018-usopen-2101",2018,1,6,31,"Simona Halep","Kaia Kanepi",2,2,1,"B","CTL",8,23.063,23.35,"15","0","0-15",0,0,0.954531583765639,36.5,0,0,1,4,0,0,0,0,92,"halep s.","kanepi k.",1500,1500,1177
"2018-usopen-2101",2018,1,6,32,"Simona Halep","Kaia Kanepi",2,2,2,"BW","NCTL",5,20.067,17.626,"15","15","15-15",0,1,0.830027464144034,32.48,0,0,1,4,0,0,0,0,80,"halep s.","kanepi k.",1500,1500,1218
"2018-usopen-2101",2018,1,6,33,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",1,2.523,1.298,"15","30","30-15",0,1,0.923405553860238,23.07,0,0,1,4,0,1,0,0,89,"halep s.","kanepi k.",1500,1500,1259
"2018-usopen-2101",2018,1,6,34,"Simona Halep","Kaia Kanepi",2,2,2,"W","CTL",3,9.937,7.166,"15","40","40-15",0,1,0.830027464144034,9.87,0,0,1,4,0,0,0,0,80,"halep s.","kanepi k.",1500,1500,1281
"2018-usopen-2101",2018,1,6,35,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",1,5.198,4.715,"0","0","0-0",2,0,1.1307582260372,26.12,0,0,1,5,0,0,0,0,104,"halep s.","kanepi k.",1500,1500,1320
"2018-usopen-2101",2018,1,7,36,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",10,24.659,26.038,"0","15","0-15",0,0,1.02203147353362,36.5,0,0,1,5,0,0,0,0,94,"halep s.","kanepi k.",1500,1500,1353
"2018-usopen-2101",2018,1,7,37,"Simona Halep","Kaia Kanepi",1,1,1,"BW","NCTL",7,15,17.945,"15","15","15-15",0,1,0.848068669527897,32.48,0,0,1,5,0,0,0,0,78,"halep s.","kanepi k.",1500,1500,1387
"2018-usopen-2101",2018,1,7,38,"Simona Halep","Kaia Kanepi",1,1,1,"BC","CTL",5,15.861,18.743,"30","15","30-15",0,1,1.04377682403433,23.07,0,0,1,5,0,0,0,0,96,"halep s.","kanepi k.",1500,1500,1419
"2018-usopen-2101",2018,1,7,39,"Simona Halep","Kaia Kanepi",1,1,2,"B","NCTL",2,3.969,3.645,"30","30","30-30",0,0,0.978540772532189,45.31,0,0,1,5,0,0,0,0,90,"halep s.","kanepi k.",1500,1500,1448
"2018-usopen-2101",2018,1,7,40,"Simona Halep","Kaia Kanepi",1,1,1,"C","NCTL",3,6.299,7.738,"40","30","40-30",0,1,1.05464949928469,27.19,0,0,1,5,0,0,0,0,97,"halep s.","kanepi k.",1500,1500,1470
"2018-usopen-2101",2018,1,7,41,"Simona Halep","Kaia Kanepi",1,2,1,"W","CTL",7,20.988,20.544,"0","0","0-0",1,0,0.933780897162038,26.12,0,0,2,5,0,0,0,0,90,"halep s.","kanepi k.",1500,1500,1494
"2018-usopen-2101",2018,1,8,42,"Simona Halep","Kaia Kanepi",1,2,2,"BC","NCTL",1,5.469,6.454,"0","15","15-0",0,1,1.02715898687824,18.7,0,0,2,5,0,0,0,0,99,"halep s.","kanepi k.",1500,1500,1610
"2018-usopen-2101",2018,1,8,43,"Simona Halep","Kaia Kanepi",2,2,2,"BW","NCTL",3,8.203,6.471,"0","30","30-0",0,1,0.788526090936833,10.63,0,0,2,5,0,0,0,0,76,"halep s.","kanepi k.",1500,1500,1630
"2018-usopen-2101",2018,1,8,44,"Simona Halep","Kaia Kanepi",1,2,2,"C","CTL",3,8.547,8.08,"0","40","40-0",0,1,1.00640830027464,3.28,0,0,2,5,0,0,0,0,97,"halep s.","kanepi k.",1500,1500,1668
"2018-usopen-2101",2018,1,8,45,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",5,15.21,8.841,"0","0","0-0",2,0,1.04377682403433,26.12,0,0,2,6,0,0,0,0,96,"halep s.","kanepi k.",1500,1500,1705
"2018-usopen-2101",2018,2,1,46,"Simona Halep","Kaia Kanepi",1,1,1,"BC","NCTL",1,5.916,5.287,"15","0","15-0",0,1,0.88068669527897,18.7,0,0,0,0,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,1947
"2018-usopen-2101",2018,2,1,47,"Simona Halep","Kaia Kanepi",1,1,2,"B","NCTL",4,13.063,22.834,"15","15","15-15",0,0,0.913304721030043,32.48,0,0,0,0,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,1963
"2018-usopen-2101",2018,2,1,48,"Simona Halep","Kaia Kanepi",1,1,1,"BC","CTL",3,8.109,7.987,"30","15","30-15",0,1,1.14163090128755,23.07,0,0,0,0,0,0,0,0,105,"halep s.","kanepi k.",1500,1500,1987
"2018-usopen-2101",2018,2,1,49,"Simona Halep","Kaia Kanepi",1,1,2,"BC","NCTL",12,49.818,34.02,"30","30","30-30",0,0,0.902432045779685,45.31,0,0,0,0,0,0,0,0,83,"halep s.","kanepi k.",1500,1500,2009
"2018-usopen-2101",2018,2,1,50,"Simona Halep","Kaia Kanepi",2,1,2,"B","NCTL",4,10.373,10.079,"30","40","30-40",0,0,0.804577968526466,72.81,0,0,0,0,0,0,0,0,74,"halep s.","kanepi k.",1500,1500,2058
"2018-usopen-2101",2018,2,1,51,"Simona Halep","Kaia Kanepi",1,1,1,"B","NCTL",1,6.884,5.978,"40","40","40-40",0,1,0.945922746781116,45.83,0,1,0,0,0,0,0,0,87,"halep s.","kanepi k.",1500,1500,2096
"2018-usopen-2101",2018,2,1,52,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",8,20.253,18.876,"40","AD","40-AD",0,0,1.07639484978541,72.81,0,0,0,0,0,0,0,0,99,"halep s.","kanepi k.",1500,1500,2130
"2018-usopen-2101",2018,2,1,53,"Simona Halep","Kaia Kanepi",2,2,2,"","",2,3.112,3.622,"0","0","0-0",2,1,0.840402807445835,26.12,0,1,0,1,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,2165
"2018-usopen-2101",2018,2,2,54,"Simona Halep","Kaia Kanepi",1,2,2,"W","NCTL",3,14.394,11.083,"0","15","15-0",0,1,0.954531583765639,18.7,0,0,0,1,0,0,0,0,92,"halep s.","kanepi k.",1500,1500,2231
"2018-usopen-2101",2018,2,2,55,"Simona Halep","Kaia Kanepi",1,2,2,"C","NCTL",1,4.906,4.085,"0","30","30-0",0,1,1.02715898687824,10.63,0,0,0,1,0,0,0,0,99,"halep s.","kanepi k.",1500,1500,2291
"2018-usopen-2101",2018,2,2,56,"Simona Halep","Kaia Kanepi",1,2,1,"BC","NCTL",12,39.842,31.157,"15","30","30-15",0,0,1.07903570338724,23.07,0,0,0,1,0,0,0,0,104,"halep s.","kanepi k.",1500,1500,2316
"2018-usopen-2101",2018,2,2,57,"Simona Halep","Kaia Kanepi",2,2,2,"W","CTL",7,22.71,11.751,"15","40","40-15",0,1,0.871528837351236,9.87,0,0,0,1,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,2356
"2018-usopen-2101",2018,2,2,58,"Simona Halep","Kaia Kanepi",1,1,2,"BC","CTL",3,6.895,5.591,"0","0","0-0",2,0,1.18512160228898,26.12,0,0,0,2,0,0,0,0,109,"halep s.","kanepi k.",1500,1500,2408
"2018-usopen-2101",2018,2,3,59,"Simona Halep","Kaia Kanepi",1,1,1,"BC","NCTL",3,7.937,7.506,"15","0","15-0",0,1,0.924177396280401,18.7,0,0,0,2,0,0,0,0,85,"halep s.","kanepi k.",1500,1500,2446
"2018-usopen-2101",2018,2,3,60,"Simona Halep","Kaia Kanepi",1,1,1,"BW","NCTL",1,2.103,1.617,"30","0","30-0",0,1,0.913304721030043,10.63,0,0,0,2,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,2470
"2018-usopen-2101",2018,2,3,61,"Simona Halep","Kaia Kanepi",1,1,2,"BC","NCTL",2,5.899,4.178,"30","15","30-15",0,0,0.967668097281831,23.07,0,0,0,2,0,0,0,0,89,"halep s.","kanepi k.",1500,1500,2491
"2018-usopen-2101",2018,2,3,62,"Simona Halep","Kaia Kanepi",2,1,2,"W","CTL",4,17.112,13.986,"30","30","30-30",0,0,0.88068669527897,45.31,0,0,0,2,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,2514
"2018-usopen-2101",2018,2,3,63,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",4,15.182,12.854,"30","40","30-40",0,0,0.88068669527897,72.81,0,0,0,2,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,2560
"2018-usopen-2101",2018,2,3,64,"Simona Halep","Kaia Kanepi",1,2,2,"BW","CTL",4,15.243,13.834,"0","0","0-0",2,1,0.902654867256637,26.12,0,1,0,3,0,0,0,0,87,"halep s.","kanepi k.",1500,1500,2604
"2018-usopen-2101",2018,2,4,65,"Simona Halep","Kaia Kanepi",1,2,1,"W","CTL",2,13.371,7.192,"15","0","0-15",0,0,0.96490692706744,36.5,0,0,0,3,0,0,0,0,93,"halep s.","kanepi k.",1500,1500,2727
"2018-usopen-2101",2018,2,4,66,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",7,29.279,18.099,"15","15","15-15",0,1,1.01678364357644,32.48,0,0,0,3,0,0,0,0,98,"halep s.","kanepi k.",1500,1500,2748
"2018-usopen-2101",2018,2,4,67,"Simona Halep","Kaia Kanepi",1,2,1,"C","CTL",6,31.029,23.744,"30","15","15-30",0,0,1.07903570338724,46.26,0,0,0,3,0,0,0,0,104,"halep s.","kanepi k.",1500,1500,2786
"2018-usopen-2101",2018,2,4,68,"Simona Halep","Kaia Kanepi",1,2,1,"C","NCTL",12,40.33,32.279,"40","15","15-40",0,0,0.97528227036924,44.82,0,0,0,3,0,0,0,0,94,"halep s.","kanepi k.",1500,1500,2820
"2018-usopen-2101",2018,2,4,69,"Simona Halep","Kaia Kanepi",0,1,1,"B","CTL",0,1.37,1.416,"0","0","0-0",1,1,0,26.12,1,0,1,3,0,0,0,1,0,"halep s.","kanepi k.",1500,1500,2865
"2018-usopen-2101",2018,2,5,70,"Simona Halep","Kaia Kanepi",1,1,1,"BC","NCTL",3,8.96,10.716,"15","0","15-0",0,1,0.978540772532189,18.7,0,0,1,3,0,0,0,0,90,"halep s.","kanepi k.",1500,1500,2914
"2018-usopen-2101",2018,2,5,71,"Simona Halep","Kaia Kanepi",1,1,2,"B","NCTL",6,17.496,11.602,"15","15","15-15",0,0,0.935050071530758,32.48,0,0,1,3,0,0,0,0,86,"halep s.","kanepi k.",1500,1500,2953
"2018-usopen-2101",2018,2,5,72,"Simona Halep","Kaia Kanepi",2,1,1,"BC","NCTL",5,18.565,20.558,"30","15","30-15",0,1,0.826323319027182,23.07,0,0,1,3,0,0,0,0,76,"halep s.","kanepi k.",1500,1500,2982
"2018-usopen-2101",2018,2,5,73,"Simona Halep","Kaia Kanepi",1,1,1,"BW","NCTL",7,21.567,20.119,"40","15","40-15",0,1,0.913304721030043,9.87,0,0,1,3,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,3032
"2018-usopen-2101",2018,2,5,74,"Simona Halep","Kaia Kanepi",1,2,1,"BC","NCTL",5,20.271,14.656,"0","0","0-0",1,0,0.97528227036924,26.12,0,0,2,3,0,0,0,0,94,"halep s.","kanepi k.",1500,1500,3070
"2018-usopen-2101",2018,2,6,75,"Simona Halep","Kaia Kanepi",1,2,2,"B","CTL",7,31.177,20.88,"0","15","15-0",0,1,1.01678364357644,18.7,0,0,2,3,0,0,0,0,98,"halep s.","kanepi k.",1500,1500,3188
"2018-usopen-2101",2018,2,6,76,"Simona Halep","Kaia Kanepi",0,2,1,"","",0,0.295,0.85,"15","15","15-15",0,0,0,32.48,0,0,2,3,0,0,0,1,0,"halep s.","kanepi k.",1500,1500,3220
"2018-usopen-2101",2018,2,6,77,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",1,1.332,0.989,"15","30","30-15",0,1,1.01678364357644,23.07,0,0,2,3,0,0,0,0,98,"halep s.","kanepi k.",1500,1500,3254
"2018-usopen-2101",2018,2,6,78,"Simona Halep","Kaia Kanepi",1,2,1,"BC","CTL",10,55.583,29.32,"30","30","30-30",0,0,1.03753433018004,45.31,0,0,2,3,0,0,0,0,100,"halep s.","kanepi k.",1500,1500,3274
"2018-usopen-2101",2018,2,6,79,"Simona Halep","Kaia Kanepi",2,2,2,"B","NCTL",5,17.063,13.26,"30","40","40-30",0,1,0.933780897162038,27.19,0,0,2,3,0,0,0,0,90,"halep s.","kanepi k.",1500,1500,3319
"2018-usopen-2101",2018,2,6,80,"Simona Halep","Kaia Kanepi",1,2,1,"BC","CTL",2,5.868,5.747,"40","40","40-40",0,0,0.944156240463839,45.83,0,0,2,3,0,0,0,0,91,"halep s.","kanepi k.",1500,1500,3369
"2018-usopen-2101",2018,2,6,81,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",5,29.247,19.257,"40","AD","AD-40",0,1,0.985657613671041,27.19,0,0,2,3,0,0,0,0,95,"halep s.","kanepi k.",1500,1500,3394
"2018-usopen-2101",2018,2,6,82,"Simona Halep","Kaia Kanepi",2,1,2,"W","NCTL",5,33.444,17.293,"0","0","0-0",2,0,0.88068669527897,26.12,0,0,2,4,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,3432
"2018-usopen-2101",2018,2,7,83,"Simona Halep","Kaia Kanepi",1,1,1,"BC","CTL",5,13.15,11.761,"15","0","15-0",0,1,0.967668097281831,18.7,0,0,2,4,0,0,0,0,89,"halep s.","kanepi k.",1500,1500,3490
"2018-usopen-2101",2018,2,7,84,"Simona Halep","Kaia Kanepi",1,1,1,"BW","NCTL",7,19.006,18.466,"30","0","30-0",0,1,0.913304721030043,10.63,0,0,2,4,0,0,0,0,84,"halep s.","kanepi k.",1500,1500,3519
"2018-usopen-2101",2018,2,7,85,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",4,14.927,15.125,"30","15","30-15",0,0,0.837195994277539,23.07,0,0,2,4,0,0,0,0,77,"halep s.","kanepi k.",1500,1500,3554
"2018-usopen-2101",2018,2,7,86,"Simona Halep","Kaia Kanepi",2,1,1,"BW","NCTL",5,17.611,9.003,"40","15","40-15",0,1,0.869814020028612,9.87,0,0,2,4,0,0,0,0,80,"halep s.","kanepi k.",1500,1500,3597
"2018-usopen-2101",2018,2,7,87,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",4,9.162,8.032,"40","30","40-30",0,0,0.902432045779685,27.19,0,0,2,4,0,0,0,0,83,"halep s.","kanepi k.",1500,1500,3638
"2018-usopen-2101",2018,2,7,88,"Simona Halep","Kaia Kanepi",1,2,1,"W","CTL",3,5.738,9.087,"0","0","0-0",1,0,1.07903570338724,26.12,0,0,3,4,0,0,0,0,104,"halep s.","kanepi k.",1500,1500,3678
"2018-usopen-2101",2018,2,8,89,"Simona Halep","Kaia Kanepi",1,2,1,"W","CTL",8,27.259,18.652,"15","0","0-15",0,0,0.944156240463839,36.5,0,0,3,4,0,0,0,0,91,"halep s.","kanepi k.",1500,1500,3790
"2018-usopen-2101",2018,2,8,90,"Simona Halep","Kaia Kanepi",1,2,1,"BC","NCTL",6,20.15,20.018,"30","0","0-30",0,0,1.01678364357644,39.94,0,0,3,4,0,0,0,0,98,"halep s.","kanepi k.",1500,1500,3820
"2018-usopen-2101",2018,2,8,91,"Simona Halep","Kaia Kanepi",0,2,1,"","",0,0.423,0.517,"40","0","0-40",0,0,0,27.39,0,0,3,4,0,0,0,1,0,"halep s.","kanepi k.",1500,1500,3855
"2018-usopen-2101",2018,2,8,92,"Simona Halep","Kaia Kanepi",2,1,1,"W","CTL",2,7.963,4.499,"0","0","0-0",1,1,0.88068669527897,26.12,1,0,4,4,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,3887
"2018-usopen-2101",2018,2,9,93,"Simona Halep","Kaia Kanepi",2,1,1,"BC","CTL",1,2.499,1.946,"15","0","15-0",0,1,0.869814020028612,18.7,0,0,4,4,0,0,0,0,80,"halep s.","kanepi k.",1500,1500,3940
"2018-usopen-2101",2018,2,9,94,"Simona Halep","Kaia Kanepi",1,1,1,"B","NCTL",3,11.058,11.101,"30","0","30-0",0,1,0.956795422031473,10.63,0,0,4,4,0,0,0,0,88,"halep s.","kanepi k.",1500,1500,3971
"2018-usopen-2101",2018,2,9,95,"Simona Halep","Kaia Kanepi",1,1,2,"C","NCTL",8,19.546,16.497,"30","15","30-15",0,0,1.07639484978541,23.07,0,0,4,4,0,0,0,0,99,"halep s.","kanepi k.",1500,1500,3995
"2018-usopen-2101",2018,2,9,96,"Simona Halep","Kaia Kanepi",2,1,1,"","",1,0,0,"40","15","40-15",0,1,1.0002861230329,9.87,0,0,4,4,0,0,0,0,92,"halep s.","kanepi k.",1500,1500,4028
"2018-usopen-2101",2018,2,9,97,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",6,16.193,16.331,"40","30","40-30",0,0,0.88068669527897,27.19,0,0,4,4,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,4057
"2018-usopen-2101",2018,2,9,98,"Simona Halep","Kaia Kanepi",2,1,2,"B","NCTL",8,28.216,22.679,"40","40","40-40",0,0,0.88068669527897,45.83,0,0,4,4,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,4103
"2018-usopen-2101",2018,2,9,99,"Simona Halep","Kaia Kanepi",2,1,2,"BC","NCTL",2,5.248,6.443,"40","AD","40-AD",0,0,0.793705293276109,72.81,0,0,4,4,0,0,0,0,73,"halep s.","kanepi k.",1500,1500,4156
"2018-usopen-2101",2018,2,9,100,"Simona Halep","Kaia Kanepi",1,1,1,"BW","NCTL",7,25.282,22.918,"40","40","40-40",0,1,0.848068669527897,45.83,0,1,4,4,0,0,0,0,78,"halep s.","kanepi k.",1500,1500,4192
"2018-usopen-2101",2018,2,9,101,"Simona Halep","Kaia Kanepi",1,1,2,"BC","NCTL",2,6.63,8.256,"40","AD","40-AD",0,0,0.88068669527897,72.81,0,0,4,4,0,0,0,0,81,"halep s.","kanepi k.",1500,1500,4227
"2018-usopen-2101",2018,2,9,102,"Simona Halep","Kaia Kanepi",1,2,2,"BW","NCTL",14,50.18,49.073,"0","0","0-0",2,1,0.798901434238633,26.12,0,1,4,5,0,0,0,0,77,"halep s.","kanepi k.",1500,1500,4255
"2018-usopen-2101",2018,2,10,103,"Simona Halep","Kaia Kanepi",1,2,1,"B","NCTL",2,5.461,4.308,"15","0","0-15",0,0,1.00640830027464,36.5,0,0,4,5,0,0,0,0,97,"halep s.","kanepi k.",1500,1500,4394
"2018-usopen-2101",2018,2,10,104,"Simona Halep","Kaia Kanepi",1,2,2,"B","NCTL",3,8.741,6.174,"15","15","15-15",0,1,1.04790967348184,32.48,0,0,4,5,0,0,0,0,101,"halep s.","kanepi k.",1500,1500,4419
"2018-usopen-2101",2018,2,10,105,"Simona Halep","Kaia Kanepi",2,2,2,"BC","NCTL",9,27.3,25.428,"15","30","30-15",0,1,0.902654867256637,23.07,0,0,4,5,0,0,0,0,87,"halep s.","kanepi k.",1500,1500,4447
"2018-usopen-2101",2018,2,10,106,"Simona Halep","Kaia Kanepi",1,2,2,"W","CTL",9,34.758,25.721,"15","40","40-15",0,1,0.996032956972841,9.87,0,0,4,5,0,0,0,0,96,"halep s.","kanepi k.",1500,1500,4518
